location_id,location_name,sex_id,age_group_id,age_group_name,sex_name,year_id,measure_id,measure_name,metric_name,Population,upper,lower,Proportion of the population considered current smokers (currently use any smoked tobacco product on a daily or occasional basis),"Proportion of the population with unsafe water exposure, unimproved & untreated (mean value directly from IHME)","Proportion of the population with unsafe sanitation exposure, unimproved & untreated (mean value directly from IHME)","Physical activity represented by Metabolic Equivalent, METs (ratio of the working metabolic rate to the resting metabolic rate; one MET is equivalent to 1 kcal/kg/hour) (mean average value directly from IHME)",Proportion of the population exposed to household air pollution from solid fuels (mean value directly from IHME),"Daily alcohol consumption in current drinkers, per day over a 12-month period (mean average value g/day directly from IHME)",High blood pressure measured through brachial systolic blood pressure level (mean average value mmHg directly from IHME),High body-mass index level (obesity defined as a BMI greater than 20 to 25 kg/m2 for adults) (mean value directly from IHME),High cholesterol measured through blood concentration of low-density lipoprotein (LDL) in units of mmol/L (mean average value directly from IHME),"Proportion of the population exposed to high occupational particulate matter, gases and fumes (mean value directly from IHME)"
4763,Pará,2,20,75 to 79,Female,2017,44,Population,Number,"45,930.50","53,532.79","38,553.24",0.03,0.10,0.32,"1,892.01",0.08,4.76,139.34,26.97,3.63,0.02
4763,Pará,2,30,80 to 84,Female,2017,44,Population,Number,"28,999.52","33,820.24","24,346.19",0.04,0.10,0.32,"1,865.71",0.08,5.17,141.96,25.96,3.59,0.02
4763,Pará,2,31,85 to 89,Female,2017,44,Population,Number,"16,691.89","19,472.19","14,019.45",0.04,0.10,0.32,"1,865.71",0.08,5.59,141.30,25.96,3.57,0.02
4763,Pará,2,32,90 to 94,Female,2017,44,Population,Number,"7,904.15","9,211.74","6,649.28",0.04,0.10,0.32,"1,865.71",0.08,6.00,138.11,25.96,3.50,0.01
4763,Pará,2,235,95 plus,Female,2017,44,Population,Number,"3,005.81","3,494.64","2,535.21",0.04,0.10,0.32,"1,865.71",0.08,6.42,134.88,25.96,3.43,0.01
4763,Pará,2,42,Neonatal,Female,2017,44,Population,Number,"5,914.31","6,875.27","4,980.73",,,,,,,,,,
4763,Pará,2,164,Birth,Female,2017,44,Population,Number,"77,572.28","87,363.88","69,844.02",,,,,,0.37,,,,
4764,Paraíba,1,2,Early Neonatal,Male,2017,44,Population,Number,778.91,904.52,657.16,,0.05,0.22,,0.11,0.33,,,,
4764,Paraíba,1,3,Late Neonatal,Male,2017,44,Population,Number,"2,330.20","2,706.00","1,965.98",,0.05,0.22,,0.11,0.34,,,,
4764,Paraíba,1,4,Post Neonatal,Male,2017,44,Population,Number,"37,533.67","43,588.07","31,666.13",,0.05,0.22,,0.11,0.43,,,,
4764,Paraíba,1,5,1 to 4,Male,2017,44,Population,Number,"158,477.77","184,154.71","133,915.35",,0.05,0.22,,0.11,0.87,,,,
4764,Paraíba,1,6,5 to 9,Male,2017,44,Population,Number,"181,863.87","211,327.43","153,672.07",,0.05,0.22,,0.11,1.69,,,,
4764,Paraíba,1,7,10 to 14,Male,2017,44,Population,Number,"175,802.24","204,221.07","148,521.89",0.02,0.05,0.22,,0.11,2.59,,,,
4764,Paraíba,1,8,15 to 19,Male,2017,44,Population,Number,"171,791.05","199,591.43","145,075.64",0.04,0.05,0.22,,0.11,7.20,,,,0.01
4764,Paraíba,1,9,20 to 24,Male,2017,44,Population,Number,"167,594.47","194,855.57","141,482.27",0.11,0.05,0.22,,0.11,12.05,,24.63,,0.03
4764,Paraíba,1,10,25 to 29,Male,2017,44,Population,Number,"162,189.38","188,678.24","136,859.03",0.14,0.05,0.22,"4,395.90",0.11,13.44,124.83,24.90,2.94,0.04
4764,Paraíba,1,11,30 to 34,Male,2017,44,Population,Number,"166,204.79","193,372.69","140,255.08",0.13,0.05,0.22,"4,166.06",0.11,13.60,125.40,25.65,3.13,0.05
4764,Paraíba,1,12,35 to 39,Male,2017,44,Population,Number,"157,181.87","182,976.56","132,626.78",0.09,0.05,0.22,"3,909.41",0.11,12.51,126.74,26.37,3.29,0.06
4764,Paraíba,1,13,40 to 44,Male,2017,44,Population,Number,"135,194.10","157,422.36","114,066.77",0.13,0.05,0.22,"3,683.54",0.11,12.41,128.25,26.96,3.38,0.06
4764,Paraíba,1,14,45 to 49,Male,2017,44,Population,Number,"120,378.48","140,180.60","101,570.01",0.13,0.05,0.22,"3,512.03",0.11,13.28,129.24,26.28,3.44,0.07
4764,Paraíba,1,15,50 to 54,Male,2017,44,Population,Number,"108,557.77","126,444.96","91,578.70",0.13,0.05,0.22,"3,334.23",0.11,13.48,131.40,27.02,3.46,0.07
4764,Paraíba,1,16,55 to 59,Male,2017,44,Population,Number,"86,645.27","100,913.08","73,068.28",0.11,0.05,0.22,"3,171.42",0.11,13.01,135.24,26.78,3.44,0.07
4764,Paraíba,1,17,60 to 64,Male,2017,44,Population,Number,"67,922.86","79,095.95","57,270.25",0.14,0.05,0.22,"2,854.34",0.11,12.09,138.07,26.66,3.39,0.08
4764,Paraíba,1,18,65 to 69,Male,2017,44,Population,Number,"56,819.06","66,151.11","47,917.20",0.11,0.05,0.22,"2,569.74",0.11,10.72,138.07,26.54,3.30,0.08
4764,Paraíba,1,19,70 to 74,Male,2017,44,Population,Number,"43,511.63","50,634.52","36,700.74",0.09,0.05,0.22,"2,535.89",0.11,9.36,138.51,25.89,3.26,0.08
4764,Paraíba,1,20,75 to 79,Male,2017,44,Population,Number,"31,056.68","36,122.21","26,204.26",0.10,0.05,0.22,"2,434.32",0.11,8.37,139.91,25.48,3.23,0.08
4764,Paraíba,1,30,80 to 84,Male,2017,44,Population,Number,"19,074.64","22,175.99","16,093.54",0.07,0.05,0.22,"2,363.17",0.11,7.75,141.55,24.88,3.18,0.07
4764,Paraíba,1,31,85 to 89,Male,2017,44,Population,Number,"10,562.90","12,275.84","8,915.62",0.07,0.05,0.22,"2,363.17",0.11,7.13,137.36,24.88,3.16,0.06
4764,Paraíba,1,32,90 to 94,Male,2017,44,Population,Number,"5,335.95","6,198.18","4,503.48",0.07,0.05,0.22,"2,363.17",0.11,6.52,135.97,24.88,3.18,0.05
4764,Paraíba,1,235,95 plus,Male,2017,44,Population,Number,"2,002.39","2,319.48","1,690.81",0.07,0.05,0.22,"2,363.17",0.11,5.90,134.84,24.88,3.11,0.04
4764,Paraíba,1,42,Neonatal,Male,2017,44,Population,Number,"3,109.11","3,610.52","2,623.14",,,,,,,,,,
4764,Paraíba,1,164,Birth,Male,2017,44,Population,Number,"41,729.70","47,001.19","37,516.23",,,,,,0.33,,,,
4764,Paraíba,2,2,Early Neonatal,Female,2017,44,Population,Number,743.60,863.51,627.37,,0.05,0.22,,0.11,0.41,,,,
4764,Paraíba,2,3,Late Neonatal,Female,2017,44,Population,Number,"2,227.45","2,586.63","1,879.29",,0.05,0.22,,0.11,0.41,,,,
4764,Paraíba,2,4,Post Neonatal,Female,2017,44,Population,Number,"35,931.76","41,727.14","30,314.79",,0.05,0.22,,0.11,0.51,,,,
4764,Paraíba,2,5,1 to 4,Female,2017,44,Population,Number,"151,758.55","176,347.11","128,236.35",,0.05,0.22,,0.11,0.97,,,,
4764,Paraíba,2,6,5 to 9,Female,2017,44,Population,Number,"174,857.76","203,185.48","147,752.22",,0.05,0.22,,0.11,1.82,,,,
4764,Paraíba,2,7,10 to 14,Female,2017,44,Population,Number,"168,425.72","195,649.45","142,290.82",0.01,0.05,0.22,,0.11,2.76,,,,
4764,Paraíba,2,8,15 to 19,Female,2017,44,Population,Number,"167,078.34","194,121.96","141,105.78",0.01,0.05,0.22,,0.11,5.74,,,,0.00
4764,Paraíba,2,9,20 to 24,Female,2017,44,Population,Number,"169,960.94","197,563.56","143,520.75",0.04,0.05,0.22,,0.11,8.37,,23.93,,0.01
4764,Paraíba,2,10,25 to 29,Female,2017,44,Population,Number,"172,784.97","200,905.26","145,864.07",0.04,0.05,0.22,"2,476.69",0.11,8.64,112.23,25.09,2.87,0.01
4764,Paraíba,2,11,30 to 34,Female,2017,44,Population,Number,"177,644.10","206,650.92","149,952.33",0.04,0.05,0.22,"2,494.91",0.11,8.69,114.29,25.28,2.96,0.02
4764,Paraíba,2,12,35 to 39,Female,2017,44,Population,Number,"167,301.25","194,757.97","141,176.44",0.05,0.05,0.22,"2,544.38",0.11,8.53,115.79,26.27,3.06,0.02
4764,Paraíba,2,13,40 to 44,Female,2017,44,Population,Number,"148,235.68","172,620.52","125,068.22",0.07,0.05,0.22,"2,669.41",0.11,8.64,118.76,26.72,3.18,0.02
4764,Paraíba,2,14,45 to 49,Female,2017,44,Population,Number,"133,429.54","155,419.02","112,579.80",0.08,0.05,0.22,"2,583.29",0.11,9.02,124.34,26.66,3.37,0.02
4764,Paraíba,2,15,50 to 54,Female,2017,44,Population,Number,"121,962.39","142,049.39","102,881.84",0.08,0.05,0.22,"2,380.15",0.11,9.39,126.01,27.03,3.56,0.02
4764,Paraíba,2,16,55 to 59,Female,2017,44,Population,Number,"100,383.90","116,916.67","84,658.43",0.08,0.05,0.22,"2,278.26",0.11,9.75,129.64,27.55,3.70,0.02
4764,Paraíba,2,17,60 to 64,Female,2017,44,Population,Number,"84,128.64","97,969.17","70,938.79",0.08,0.05,0.22,"2,132.48",0.11,9.11,132.65,27.66,3.75,0.02
4764,Paraíba,2,18,65 to 69,Female,2017,44,Population,Number,"71,224.55","82,924.41","60,067.17",0.06,0.05,0.22,"1,989.28",0.11,7.45,137.17,27.23,3.64,0.03
4764,Paraíba,2,19,70 to 74,Female,2017,44,Population,Number,"56,311.47","65,517.80","47,480.64",0.05,0.05,0.22,"1,921.88",0.11,5.79,137.99,26.89,3.64,0.02
4764,Paraíba,2,20,75 to 79,Female,2017,44,Population,Number,"43,384.95","50,459.50","36,594.22",0.05,0.05,0.22,"1,893.91",0.11,5.17,139.67,26.28,3.64,0.02
4764,Paraíba,2,30,80 to 84,Female,2017,44,Population,Number,"28,909.95","33,608.77","24,384.20",0.05,0.05,0.22,"1,859.58",0.11,5.61,140.89,26.04,3.59,0.02
4764,Paraíba,2,31,85 to 89,Female,2017,44,Population,Number,"16,278.22","18,920.35","13,729.95",0.05,0.05,0.22,"1,859.58",0.11,6.04,137.99,26.04,3.57,0.02
4764,Paraíba,2,32,90 to 94,Female,2017,44,Population,Number,"8,220.96","9,547.23","6,939.86",0.05,0.05,0.22,"1,859.58",0.11,6.47,134.89,26.04,3.50,0.01
4764,Paraíba,2,235,95 plus,Female,2017,44,Population,Number,"3,027.35","3,514.44","2,552.67",0.05,0.05,0.22,"1,859.58",0.11,6.90,131.84,26.04,3.44,0.01
4764,Paraíba,2,42,Neonatal,Female,2017,44,Population,Number,"2,971.05","3,450.15","2,506.66",,,,,,,,,,
4764,Paraíba,2,164,Birth,Female,2017,44,Population,Number,"39,786.29","44,812.28","35,769.04",,,,,,0.40,,,,
4765,Paraná,1,2,Early Neonatal,Male,2017,44,Population,Number,"1,289.68","1,504.64","1,083.77",,0.02,0.09,,0.06,0.33,,,,
4765,Paraná,1,3,Late Neonatal,Male,2017,44,Population,Number,"3,854.98","4,497.54","3,239.48",,0.02,0.09,,0.06,0.34,,,,
4765,Paraná,1,4,Post Neonatal,Male,2017,44,Population,Number,"62,113.98","72,467.82","52,196.85",,0.02,0.09,,0.06,0.43,,,,
4765,Paraná,1,5,1 to 4,Male,2017,44,Population,Number,"285,528.91","330,869.05","241,337.59",,0.02,0.09,,0.06,0.88,,,,
4765,Paraná,1,6,5 to 9,Male,2017,44,Population,Number,"375,381.63","435,188.83","317,199.49",,0.02,0.09,,0.06,1.71,,,,
4765,Paraná,1,7,10 to 14,Male,2017,44,Population,Number,"404,985.00","469,728.47","342,260.72",0.05,0.02,0.09,,0.06,2.63,,,,
4765,Paraná,1,8,15 to 19,Male,2017,44,Population,Number,"445,569.73","516,902.48","376,607.04",0.12,0.02,0.09,,0.06,7.32,,,,0.02
4765,Paraná,1,9,20 to 24,Male,2017,44,Population,Number,"466,522.42","541,194.42","394,323.72",0.16,0.02,0.09,,0.06,12.20,,24.53,,0.03
4765,Paraná,1,10,25 to 29,Male,2017,44,Population,Number,"446,764.23","518,389.64","377,555.78",0.18,0.02,0.09,"4,275.94",0.06,13.51,125.19,25.62,3.00,0.05
4765,Paraná,1,11,30 to 34,Male,2017,44,Population,Number,"441,225.40","511,992.31","372,737.48",0.18,0.02,0.09,"4,151.10",0.06,13.69,127.60,26.58,3.20,0.05
4765,Paraná,1,12,35 to 39,Male,2017,44,Population,Number,"426,207.13","494,635.37","360,165.54",0.18,0.02,0.09,"3,938.88",0.06,12.73,126.84,27.09,3.35,0.06
4765,Paraná,1,13,40 to 44,Male,2017,44,Population,Number,"395,650.05","459,092.14","334,450.57",0.16,0.02,0.09,"3,622.38",0.06,12.67,127.95,27.16,3.44,0.07
4765,Paraná,1,14,45 to 49,Male,2017,44,Population,Number,"371,761.04","431,258.52","314,298.27",0.16,0.02,0.09,"3,464.04",0.06,13.50,130.28,27.17,3.51,0.07
4765,Paraná,1,15,50 to 54,Male,2017,44,Population,Number,"346,049.44","401,322.77","292,530.01",0.19,0.02,0.09,"3,374.19",0.06,13.68,133.64,27.18,3.53,0.07
4765,Paraná,1,16,55 to 59,Male,2017,44,Population,Number,"293,271.27","340,142.08","247,963.31",0.18,0.02,0.09,"3,202.11",0.06,13.21,136.27,27.03,3.50,0.08
4765,Paraná,1,17,60 to 64,Male,2017,44,Population,Number,"235,290.39","272,938.35","199,003.42",0.15,0.02,0.09,"2,811.48",0.06,12.29,140.54,26.98,3.46,0.09
4765,Paraná,1,18,65 to 69,Male,2017,44,Population,Number,"181,549.71","210,641.23","153,486.94",0.14,0.02,0.09,"2,556.43",0.06,10.92,141.68,26.84,3.36,0.09
4765,Paraná,1,19,70 to 74,Male,2017,44,Population,Number,"125,854.98","146,068.47","106,375.39",0.11,0.02,0.09,"2,441.87",0.06,9.55,142.15,26.84,3.33,0.09
4765,Paraná,1,20,75 to 79,Male,2017,44,Population,Number,"83,600.51","97,110.33","70,645.68",0.08,0.02,0.09,"2,322.91",0.06,8.54,145.66,26.10,3.30,0.08
4765,Paraná,1,30,80 to 84,Male,2017,44,Population,Number,"48,322.56","56,162.10","40,832.17",0.04,0.02,0.09,"2,202.78",0.06,7.89,145.06,25.49,3.24,0.07
4765,Paraná,1,31,85 to 89,Male,2017,44,Population,Number,"22,298.04","25,910.21","18,832.15",0.04,0.02,0.09,"2,202.78",0.06,7.24,141.16,25.49,3.23,0.06
4765,Paraná,1,32,90 to 94,Male,2017,44,Population,Number,"7,538.09","8,759.13","6,367.40",0.04,0.02,0.09,"2,202.78",0.06,6.59,139.49,25.49,3.24,0.05
4765,Paraná,1,235,95 plus,Male,2017,44,Population,Number,"1,971.98","2,287.19","1,665.85",0.04,0.02,0.09,"2,202.78",0.06,5.94,138.28,25.49,3.16,0.04
4765,Paraná,1,42,Neonatal,Male,2017,44,Population,Number,"5,144.66","6,002.18","4,323.25",,,,,,,,,,
4765,Paraná,1,164,Birth,Male,2017,44,Population,Number,"67,257.68","75,048.62","60,820.98",,,,,,0.33,,,,
4765,Paraná,2,2,Early Neonatal,Female,2017,44,Population,Number,"1,230.83","1,435.97","1,034.31",,0.02,0.09,,0.06,0.41,,,,
4765,Paraná,2,3,Late Neonatal,Female,2017,44,Population,Number,"3,681.26","4,294.86","3,093.49",,0.02,0.09,,0.06,0.42,,,,
4765,Paraná,2,4,Post Neonatal,Female,2017,44,Population,Number,"59,415.28","69,319.53","49,929.03",,0.02,0.09,,0.06,0.51,,,,
4765,Paraná,2,5,1 to 4,Female,2017,44,Population,Number,"274,011.79","317,518.12","231,603.96",,0.02,0.09,,0.06,0.99,,,,
4765,Paraná,2,6,5 to 9,Female,2017,44,Population,Number,"363,311.87","421,181.79","307,003.34",,0.02,0.09,,0.06,1.85,,,,
4765,Paraná,2,7,10 to 14,Female,2017,44,Population,Number,"390,996.13","453,500.27","330,433.30",0.09,0.02,0.09,,0.06,2.81,,,,
4765,Paraná,2,8,15 to 19,Female,2017,44,Population,Number,"433,556.77","502,989.57","366,453.40",0.15,0.02,0.09,,0.06,5.80,,,,0.00
4765,Paraná,2,9,20 to 24,Female,2017,44,Population,Number,"460,821.81","534,562.74","389,474.25",0.10,0.02,0.09,,0.06,8.47,,24.35,,0.01
4765,Paraná,2,10,25 to 29,Female,2017,44,Population,Number,"455,332.99","528,315.70","384,775.56",0.13,0.02,0.09,"2,271.66",0.06,8.80,115.45,25.30,2.98,0.02
4765,Paraná,2,11,30 to 34,Female,2017,44,Population,Number,"455,284.57","528,345.27","384,683.18",0.11,0.02,0.09,"2,294.17",0.06,8.86,118.21,25.83,3.07,0.02
4765,Paraná,2,12,35 to 39,Female,2017,44,Population,Number,"443,341.56","514,619.15","374,554.16",0.10,0.02,0.09,"2,329.64",0.06,8.66,122.09,26.05,3.18,0.02
4765,Paraná,2,13,40 to 44,Female,2017,44,Population,Number,"416,639.86","483,587.17","352,100.96",0.11,0.02,0.09,"2,437.66",0.06,8.77,124.23,27.02,3.30,0.02
4765,Paraná,2,14,45 to 49,Female,2017,44,Population,Number,"396,686.19","460,287.49","335,352.57",0.12,0.02,0.09,"2,405.75",0.06,9.19,127.44,27.39,3.50,0.03
4765,Paraná,2,15,50 to 54,Female,2017,44,Population,Number,"378,104.56","438,680.50","319,648.16",0.14,0.02,0.09,"2,254.59",0.06,9.57,131.00,27.89,3.69,0.03
4765,Paraná,2,16,55 to 59,Female,2017,44,Population,Number,"329,525.66","382,312.76","278,591.84",0.13,0.02,0.09,"2,126.98",0.06,9.90,134.20,27.95,3.84,0.03
4765,Paraná,2,17,60 to 64,Female,2017,44,Population,Number,"270,826.76","314,271.50","229,011.49",0.10,0.02,0.09,"1,966.62",0.06,9.22,136.33,28.10,3.89,0.03
4765,Paraná,2,18,65 to 69,Female,2017,44,Population,Number,"209,684.37","243,328.53","177,249.16",0.08,0.02,0.09,"1,812.99",0.06,7.54,137.97,28.06,3.77,0.03
4765,Paraná,2,19,70 to 74,Female,2017,44,Population,Number,"149,009.73","172,958.38","125,907.00",0.08,0.02,0.09,"1,719.97",0.06,5.85,139.67,27.45,3.79,0.03
4765,Paraná,2,20,75 to 79,Female,2017,44,Population,Number,"105,435.49","122,439.73","89,036.27",0.05,0.02,0.09,"1,689.27",0.06,5.23,142.29,27.41,3.78,0.03
4765,Paraná,2,30,80 to 84,Female,2017,44,Population,Number,"66,500.51","77,281.04","56,140.07",0.05,0.02,0.09,"1,660.86",0.06,5.68,144.99,26.44,3.72,0.03
4765,Paraná,2,31,85 to 89,Female,2017,44,Population,Number,"35,162.47","40,873.40","29,660.94",0.05,0.02,0.09,"1,660.86",0.06,6.12,139.71,26.44,3.70,0.02
4765,Paraná,2,32,90 to 94,Female,2017,44,Population,Number,"13,188.15","15,324.56","11,128.46",0.05,0.02,0.09,"1,660.86",0.06,6.56,143.17,26.44,3.62,0.02
4765,Paraná,2,235,95 plus,Female,2017,44,Population,Number,"3,454.14","4,013.82","2,915.12",0.05,0.02,0.09,"1,660.86",0.06,7.01,139.08,26.44,3.56,0.01
4765,Paraná,2,42,Neonatal,Female,2017,44,Population,Number,"4,912.09","5,730.84","4,127.80",,,,,,,,,,
4765,Paraná,2,164,Birth,Female,2017,44,Population,Number,"64,125.38","71,553.49","57,988.45",,,,,,0.41,,,,
4766,Pernambuco,1,2,Early Neonatal,Male,2017,44,Population,Number,"1,759.97","2,059.03","1,489.12",,0.04,0.20,,0.07,0.34,,,,
4766,Pernambuco,1,3,Late Neonatal,Male,2017,44,Population,Number,"5,262.66","6,156.83","4,452.78",,0.04,0.20,,0.07,0.35,,,,
4766,Pernambuco,1,4,Post Neonatal,Male,2017,44,Population,Number,"84,594.39","98,966.59","71,575.35",,0.04,0.20,,0.07,0.44,,,,
4766,Pernambuco,1,5,1 to 4,Male,2017,44,Population,Number,"357,458.76","417,910.51","304,509.16",,0.04,0.20,,0.07,0.90,,,,
4766,Pernambuco,1,6,5 to 9,Male,2017,44,Population,Number,"415,164.19","485,352.32","353,618.14",,0.04,0.20,,0.07,1.74,,,,
4766,Pernambuco,1,7,10 to 14,Male,2017,44,Population,Number,"415,559.42","485,922.17","353,994.13",0.01,0.04,0.20,,0.07,2.67,,,,
4766,Pernambuco,1,8,15 to 19,Male,2017,44,Population,Number,"416,069.82","486,768.30","354,339.52",0.07,0.04,0.20,,0.07,7.46,,,,0.01
4766,Pernambuco,1,9,20 to 24,Male,2017,44,Population,Number,"405,052.21","473,740.86","344,947.28",0.12,0.04,0.20,,0.07,12.46,,24.02,,0.03
4766,Pernambuco,1,10,25 to 29,Male,2017,44,Population,Number,"384,108.20","449,114.99","327,167.00",0.13,0.04,0.20,"4,132.95",0.07,13.82,124.20,25.21,2.94,0.05
4766,Pernambuco,1,11,30 to 34,Male,2017,44,Population,Number,"387,452.59","452,974.02","329,968.31",0.16,0.04,0.20,"4,070.05",0.07,13.96,125.05,26.41,3.14,0.05
4766,Pernambuco,1,12,35 to 39,Male,2017,44,Population,Number,"370,021.00","432,535.32","315,140.11",0.11,0.04,0.20,"3,914.34",0.07,12.88,125.78,26.41,3.30,0.06
4766,Pernambuco,1,13,40 to 44,Male,2017,44,Population,Number,"324,206.34","378,765.12","276,112.05",0.11,0.04,0.20,"3,630.12",0.07,12.79,126.46,26.26,3.39,0.06
4766,Pernambuco,1,14,45 to 49,Male,2017,44,Population,Number,"281,030.78","328,157.49","239,252.51",0.14,0.04,0.20,"3,452.03",0.07,13.70,129.38,26.36,3.45,0.07
4766,Pernambuco,1,15,50 to 54,Male,2017,44,Population,Number,"245,404.83","286,576.05","208,838.25",0.15,0.04,0.20,"3,335.56",0.07,13.92,131.82,26.77,3.46,0.07
4766,Pernambuco,1,16,55 to 59,Male,2017,44,Population,Number,"199,884.54","233,467.97","170,046.88",0.15,0.04,0.20,"3,193.91",0.07,13.44,137.14,27.07,3.45,0.08
4766,Pernambuco,1,17,60 to 64,Male,2017,44,Population,Number,"156,358.30","182,638.77","133,011.95",0.13,0.04,0.20,"2,805.21",0.07,12.49,138.03,26.79,3.40,0.08
4766,Pernambuco,1,18,65 to 69,Male,2017,44,Population,Number,"125,077.03","146,079.30","106,413.24",0.12,0.04,0.20,"2,499.23",0.07,11.07,138.18,26.21,3.30,0.09
4766,Pernambuco,1,19,70 to 74,Male,2017,44,Population,Number,"89,675.16","104,736.75","76,315.83",0.09,0.04,0.20,"2,452.26",0.07,9.65,137.17,25.73,3.27,0.09
4766,Pernambuco,1,20,75 to 79,Male,2017,44,Population,Number,"60,878.35","71,121.59","51,816.36",0.08,0.04,0.20,"2,321.51",0.07,8.62,138.74,26.04,3.25,0.08
4766,Pernambuco,1,30,80 to 84,Male,2017,44,Population,Number,"35,552.95","41,556.39","30,260.50",0.03,0.04,0.20,"2,211.04",0.07,7.98,137.18,24.62,3.19,0.07
4766,Pernambuco,1,31,85 to 89,Male,2017,44,Population,Number,"17,902.31","20,937.96","15,232.64",0.03,0.04,0.20,"2,211.04",0.07,7.34,135.67,24.62,3.17,0.06
4766,Pernambuco,1,32,90 to 94,Male,2017,44,Population,Number,"8,378.33","9,797.97","7,135.12",0.03,0.04,0.20,"2,211.04",0.07,6.70,133.88,24.62,3.19,0.05
4766,Pernambuco,1,235,95 plus,Male,2017,44,Population,Number,"3,148.41","3,668.89","2,685.04",0.03,0.04,0.20,"2,211.04",0.07,6.06,132.99,24.62,3.12,0.04
4766,Pernambuco,1,42,Neonatal,Male,2017,44,Population,Number,"7,022.63","8,215.86","5,941.90",,,,,,,,,,
4766,Pernambuco,1,164,Birth,Male,2017,44,Population,Number,"94,344.01","105,471.01","84,893.07",,,,,,0.34,,,,
4766,Pernambuco,2,2,Early Neonatal,Female,2017,44,Population,Number,"1,679.45","1,964.81","1,420.98",,0.04,0.20,,0.07,0.42,,,,
4766,Pernambuco,2,3,Late Neonatal,Female,2017,44,Population,Number,"5,019.49","5,872.36","4,246.96",,0.04,0.20,,0.07,0.43,,,,
4766,Pernambuco,2,4,Post Neonatal,Female,2017,44,Population,Number,"80,896.48","94,640.27","68,446.43",,0.04,0.20,,0.07,0.52,,,,
4766,Pernambuco,2,5,1 to 4,Female,2017,44,Population,Number,"342,842.42","400,822.38","292,056.28",,0.04,0.20,,0.07,1.00,,,,
4766,Pernambuco,2,6,5 to 9,Female,2017,44,Population,Number,"401,420.42","469,283.86","341,900.78",,0.04,0.20,,0.07,1.87,,,,
4766,Pernambuco,2,7,10 to 14,Female,2017,44,Population,Number,"401,726.66","469,769.64","342,198.97",0.01,0.04,0.20,,0.07,2.84,,,,
4766,Pernambuco,2,8,15 to 19,Female,2017,44,Population,Number,"409,049.82","478,557.91","348,364.69",0.03,0.04,0.20,,0.07,5.88,,,,0.00
4766,Pernambuco,2,9,20 to 24,Female,2017,44,Population,Number,"411,891.77","481,747.64","350,768.55",0.10,0.04,0.20,,0.07,8.58,,24.36,,0.01
4766,Pernambuco,2,10,25 to 29,Female,2017,44,Population,Number,"411,013.36","480,617.48","350,070.68",0.10,0.04,0.20,"2,417.83",0.07,8.86,114.40,25.30,2.89,0.02
4766,Pernambuco,2,11,30 to 34,Female,2017,44,Population,Number,"420,337.82","491,375.27","357,966.56",0.07,0.04,0.20,"2,463.96",0.07,8.93,116.21,25.81,2.98,0.02
4766,Pernambuco,2,12,35 to 39,Female,2017,44,Population,Number,"400,875.23","468,427.44","341,470.92",0.08,0.04,0.20,"2,505.61",0.07,8.76,118.55,26.24,3.08,0.02
4766,Pernambuco,2,13,40 to 44,Female,2017,44,Population,Number,"361,295.60","421,979.28","307,698.54",0.07,0.04,0.20,"2,616.71",0.07,8.87,121.33,26.34,3.20,0.02
4766,Pernambuco,2,14,45 to 49,Female,2017,44,Population,Number,"319,094.12","372,473.80","271,616.21",0.10,0.04,0.20,"2,538.36",0.07,9.24,125.28,27.46,3.39,0.03
4766,Pernambuco,2,15,50 to 54,Female,2017,44,Population,Number,"286,104.95","333,930.01","243,440.84",0.12,0.04,0.20,"2,342.12",0.07,9.64,128.87,27.47,3.59,0.03
4766,Pernambuco,2,16,55 to 59,Female,2017,44,Population,Number,"242,526.21","283,095.13","206,338.41",0.09,0.04,0.20,"2,232.55",0.07,10.07,131.86,27.47,3.73,0.03
4766,Pernambuco,2,17,60 to 64,Female,2017,44,Population,Number,"197,974.21","231,087.04","168,426.54",0.07,0.04,0.20,"2,082.61",0.07,9.42,136.36,27.53,3.77,0.03
4766,Pernambuco,2,18,65 to 69,Female,2017,44,Population,Number,"160,458.99","187,298.01","136,533.02",0.06,0.04,0.20,"1,946.45",0.07,7.68,138.42,27.52,3.67,0.03
4766,Pernambuco,2,19,70 to 74,Female,2017,44,Population,Number,"122,430.53","142,879.31","104,157.34",0.05,0.04,0.20,"1,872.67",0.07,5.94,140.41,27.29,3.67,0.03
4766,Pernambuco,2,20,75 to 79,Female,2017,44,Population,Number,"89,031.36","103,911.45","75,735.29",0.07,0.04,0.20,"1,821.03",0.07,5.30,139.65,26.47,3.66,0.03
4766,Pernambuco,2,30,80 to 84,Female,2017,44,Population,Number,"55,484.50","64,779.62","47,182.70",0.04,0.04,0.20,"1,796.72",0.07,5.76,138.30,25.75,3.61,0.02
4766,Pernambuco,2,31,85 to 89,Female,2017,44,Population,Number,"30,460.88","35,579.57","25,893.81",0.04,0.04,0.20,"1,796.72",0.07,6.22,130.42,25.75,3.59,0.02
4766,Pernambuco,2,32,90 to 94,Female,2017,44,Population,Number,"14,521.41","16,973.76","12,350.36",0.04,0.04,0.20,"1,796.72",0.07,6.67,132.39,25.75,3.52,0.02
4766,Pernambuco,2,235,95 plus,Female,2017,44,Population,Number,"5,323.48","6,225.25","4,528.56",0.04,0.04,0.20,"1,796.72",0.07,7.13,129.43,25.75,3.46,0.01
